,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
2020-07-19,BTC,ETH,USDT,XRP,BCH,ADA,BSV,LINK,BNB,LTC,CRO,EOS,XTZ,XLM,XMR,TRX,LEO,USDC,VET,HEX,HT,VEST,ATOM,NEO,ETC,MIOTA,DASH,ZEC,ONT,MKR,LEND,XEM,DOGE,COMP,BAT,HEDG,INO,CCXX,KNC,OKB,INB,ALGO,ZRX,SNX,FTT,DGB,PAX,AMPL,ICX,QTUM,CELO,TNC,DAI,OMG,REP,THETA,HYN,HBAR,TMTG,BUSD,ZIL,ERD,MIN,DCR,TUSD,ENJ,ZLW,BTG,LRG,REN,BCD,XTP,LSK,WAVES,LRC,MWC,SC,NANO,RVN,LUNA,BTM,DIVI,RLC,HOT,HUSD,AOA,BNT,BPC,MONA,WBTC,NEXO,SXP,CKB,DX,ICH,ZB,QNT,HMR,CEL,KAVA,GTN,DGTX,BOTX,XVG,VLX,XIN,CNX,CHSB,IOST,SNT,DNA,BAND,RSR,KMD,BTT,FXC,SOLO,ABBC,MATIC,ZEN,STEEM,STX,RUNE,PLF,CCA,CENNZ,KCS,WAXP,QC,NIM,BTS,MCO,HIVE,TOMO,STRAT,KRT,ETN,NRG,MANA,ERC20,ELF,NYE,UBT,GNT,HC,CHZ,SERO,ARDR,XZC,VSYS,ATT,NMR,BDX,OCEAN,AION,ARK,RIF,FAB,AE,SCC,NPXS,SOLVE,WICC,NULS,ANT,PAXG,VITAE,MOF,BXK,MAID,ONE,POWR,CVT,FET,BTU,DAD,DATA,ORBS,FSN,ELA,ELAMA,LVX,GT,BRZE,BHD,EURS,QQQ,GNO,RDD,REQ,GXC,STORJ,SYS,OGN,TFUEL,UTK,ANKR,WTC,XDCE,IOTX
2020-07-26,BTC,ETH,USDT,XRP,BCH,ADA,BSV,LTC,CRO,BNB,LINK,EOS,XTZ,XLM,XMR,TRX,LEO,USDC,HEX,VET,HT,NEO,ETC,MIOTA,ATOM,DASH,ZEC,AMPL,MKR,ONT,XEM,HEDG,DOGE,COMP,INO,BAT,CCXX,INB,LEND,OKB,DGB,BPS,KNC,ERD,FTT,SNX,DAI,ZRX,VEST,BTT,ALGO,REP,PAX,TNC,OMG,QTUM,TUSD,HYN,CELO,THETA,ICX,ZLW,HBAR,ZIL,DCR,TMTG,MIN,BUSD,LRG,BTG,LUNA,XTP,BCD,LSK,WAVES,MWC,WBTC,FXC,ENJ,DX,RVN,REN,HUSD,SC,NANO,BOTX,NEXO,HOT,SXP,BPC,MONA,LRC,CKB,BTM,ZB,HMR,DIVI,XVG,SNT,ABBC,DNA,SOLO,BNT,CEL,QNT,CNX,DGTX,ICH,RLC,XIN,STX,YFI,IOST,ZEN,AOA,RUNE,KMD,BAND,CHSB,KAVA,MATIC,STEEM,TOMO,CCA,ANT,KCS,VLX,BTS,NRG,RSR,QC,HIVE,UBT,WAXP,NYE,MANA,KRT,MCO,HC,XZC,STRAT,ATT,GNT,ETN,ELF,ARDR,OCEAN,NMR,RIF,CHZ,BDX,VSYS,AE,VTHO,ARK,BZRX,SYS,SCC,SERO,NPXS,PLF,ELA,ERC20,PAXG,ONE,AION,EWT,AVA,MAID,SHR,NULS,BXK,XDCE,VITAE,SOLVE,FAB,BTU,WICC,QQQ,MOF,CVT,BRZE,FET,POWR,THX,LPT,ORBS,UTK,NIM,EURS,GT,IRIS,KSM,IOTX,WAN,PNT,STORJ,DATA,DAD,LVX
2020-08-02,BTC,ETH,XRP,USDT,BCH,BSV,LTC,ADA,CRO,BNB,LINK,EOS,XTZ,XLM,XMR,TRX,LEO,HEX,USDC,HT,VET,NEO,ETC,DASH,ZEC,MIOTA,ATOM,HEDG,MKR,XEM,ONT,INO,LEND,DOGE,SNX,DAI,CCXX,BAT,INB,AMPL,OKB,DGB,COMP,FTT,BPS,KNC,ERD,ZRX,BTT,TNC,PAX,HYN,THETA,QTUM,ALGO,OMG,LSK,BOTX,ENJ,LRC,RVN,FXC,SC,NANO,ATT,HOT,DX,BNT,HUSD,MONA,LUNA,NEXO,SOLO,BPC,BTM,YFI,SXP,TMTG,CKB,ZB,HMR,ICH,DIVI,CEL,CNX,DNA,XVG,STX,SNT,XIN,QNT,RLC,BAND,ZEN,IOST,ANT,KAVA,AOA,STEEM,KMD,RUNE,OCEAN,MATIC,ABBC,CHSB,CCA,CENNZ,RSR,BTS,ERC20,XZC,DGTX,HIVE,SYS,QC,KCS,NRG,EWT,MANA,KRT,MCO,NYE,TOMO,HC,ARK,XDCE,WAXP,AVA,CHZ,SHR,UBT,VLX,GNT,SCC,RIF,ARDR,ELF,STRAT,VSYS,ELAMA,NMR,BDX,AE,FET,IRIS,ELA,PAXG,ETN,ONE,BXK,MAID,SERO,NIM,NPXS,AION,BZRX,NULS,VTHO,WICC,SOLVE,BCN,LPT,VITAE,CVT,DEV,PLF,FAB,MOF,POWR,GT,BTMX,VGX,BRZE,EURS,STORJ,QQQ,PNT,UTK,XWC,ORBS,RPL,BNANA,VEST,REP,TUSD,CELO,ICX,ZLW,HBAR,ZIL,DCR,MIN,BUSD,LRG,BTG,XTP,BCD,WAVES,MWC,WBTC
2020-08-09,BTC,ETH,XRP,USDT,BCH,LINK,BSV,ADA,LTC,BNB,CRO,EOS,XTZ,XLM,XMR,TRX,LEO,VET,USDC,HEX,HT,ATOM,MIOTA,DASH,NEO,ZEC,ETC,MKR,XEM,ONT,HEDG,LEND,INO,COMP,THETA,BTT,QTUM,TNC,ZIL,PAX,CELO,OMG,ICX,REPv2,HBAR,TUSD,AMPL,WAVES,REN,DCR,WBTC,LSK,BAL,ENJ,BUSD,ZLW,BTG,BNT,LUNA,XTP,LRG,LRC,BOTX,OCEAN,KAVA,BCD,SXP,RVN,FXC,MANA,NANO,HUSD,CKB,HOT,ICH,RLC,SC,BTM,AIB,STX,SOLO,DIVI,ATT,MONA,RUNE,TMTG,MWC,YFI,ANT,HMR,ZB,DX,NXM,XVG,ERC20,ZEN,CNX,SNT,NEXO,IOST,AOA,TOMO,XIN,DNA,CEL,MCO,KMD,MATIC,QNT,GNT,XZC,STEEM,CHSB,KCS,NRG,EWT,BTS,ANKR,HIVE,CCA,ABBC,PNT,XDCE,FET,DOS,AVA,RSR,VLX,ARDR,JST,UBT,WAXP,QC,DGTX,SYS,CHZ,ONE,HC,NEST,KRT,CENNZ,ARK,NYE,CVT,RIF,ELF,BZRX,STRAT,PNK,VSYS,BDX,PAXG,NMR,AE,IRIS,ELAMA,SCC,SHR,HNS,AION,ELA,TRAC,ETN,XSN,NPXS,VGX,MAID,TRB,BTMX,VITAE,KAI,NULS,BCN,SOL,SERO,WICC,OGN,BXK,AKRO,UTK,VTHO,DMG,POWR,DOGE,SNX,DAI,CCXX,BAT,INB,OKB,DGB,FTT,BPS,KNC,ERD,ZRX,HYN,ALGO,BPC,BAND
2020-08-16,BTC,ETH,XRP,USDT,LINK,BCH,LTC,BSV,EOS,ADA,BNB,CRO,XTZ,XLM,TRX,XMR,LEO,ATOM,USDC,MIOTA,VET,NEO,HT,DASH,HEX,ETC,ZEC,MKR,LEND,ONT,SNX,XEM,HEDG,COMP,BTT,DGB,ALGO,BAT,INO,DOGE,ZRX,DAI,WAVES,OMG,EWT,KNC,CCXX,OKB,REN,INB,THETA,FTT,QTUM,WBTC,CELO,HYN,ICX,BAND,BPS,TUSD,ERD,ZIL,HBAR,TNC,MIN,REP,PAX,LUNA,LSK,SXP,LRC,DCR,BTG,ANT,YFI,ZLW,BUSD,CKB,ENJ,BOTX,RSR,RVN,STP,KAVA,AIB,LRG,JST,FXC,STX,BCD,NANO,BNT,OCEAN,SC,HOT,RLC,AMPL,RUNE,NMR,MANA,BTM,SNT,BAL,HUSD,SOLO,QNT,MONA,HMR,DIVI,NXM,ZB,ICH,MATIC,XVG,KSM,TMTG,DX,XDCE,IOST,FET,BTS,DFI,MWC,CNX,IRIS,TOMO,SOL,UTK,LPT,ZEN,KMD,KCS,CHZ,CEL,XIN,STEEM,ATT,MCO,SRM,HIVE,PNK,CHSB,ANKR,ONE,DNA,ERC20,NEXO,GNT,XZC,CCA,BZRX,TRAC,HC,PNT,NYE,AOA,ELF,HNS,XTP,VLX,WAXP,ARDR,AVA,ABBC,VSYS,QC,TRB,ARK,KRT,STORJ,UBT,SWAP,ETN,OGN,STRAT,NRG,RIF,KAI,XNS,AE,MXC,SYS,PAXG,CVT,SCC,DMG,AION,FTM,GNO,WAN,EXE,BDX,NEST,VITAE,ELAMA,IZE,BTMX,NPXS,AKRO,BTU
2020-08-23,BTC,ETH,XRP,USDT,LINK,BCH,LTC,BSV,CRO,BNB,ADA,EOS,XTZ,XLM,TRX,ATOM,XMR,USDC,NEO,LEO,MIOTA,HT,VET,OMG,DASH,XEM,HEX,ZEC,ETC,LEND,MKR,ONT,BAT,HEDG,SNX,ZRX,ALGO,INO,DAI,COMP,DOGE,THETA,BTT,DGB,REN,QTUM,TUSD,EWT,YFI,CCXX,WAVES,WBTC,ICX,KNC,UMA,INB,FTT,OKB,HYN,BPS,CELO,MIN,REP,HBAR,FXC,TNC,PAX,ERD,BAND,LSK,DCR,ZIL,LRC,NXM,BUSD,OCEAN,ANT,SXP,BTG,LUNA,ENJ,SC,LRG,NANO,STX,ZLW,BAL,CKB,BTM,BOTX,RVN,KSM,RSR,AMPL,BCD,SOLO,KAVA,HUSD,HMR,BNT,MANA,SNT,HOT,RUNE,NMR,DFI,RLC,MONA,ICH,QNT,JST,ZB,DMCH,XVG,GNT,TMTG,IRIS,IOST,KMD,KCS,SOL,DX,DIVI,CNX,XDCE,MATIC,BTS,XIN,ZEN,FET,UTK,STEEM,MCO,CEL,CHSB,TTT,CHZ,SWAP,HC,DNA,BZRX,STORJ,TOMO,SRM,ANKR,ARDR,CCA,NEXO,HIVE,XZC,ATT,AE,TRAC,FTM,AOA,ELF,VLX,WAXP,ONE,STRAT,QC,SWTH,ABBC,MXC,XTP,IZE,PNK,KRT,AION,VSYS,AKRO,ARK,XNS,ETN,IDEX,BTRS,TRB,CVT,AGI,LPT,EXE,RIF,PAXG,PNT,NEC,BDX,SYS,UBT,HNS,WAN,AVA,NRG,SCC,OGN,VITAE,MLN,KAI,WTC,POWR,NPXS
2020-08-30,BTC,ETH,XRP,USDT,LINK,BCH,LTC,BSV,CRO,BNB,EOS,ADA,XTZ,XLM,TRX,XMR,ATOM,USDC,NEO,LEO,XEM,HT,LEND,MIOTA,YFI,VET,HEX,UMA,DASH,ZEC,ETC,OMG,SNX,MKR,EWT,DGB,CCXX,ICX,WAVES,KNC,QTUM,OKB,INB,HYN,ANT,AMPL,KSM,BAND,LRC,ERD,FXC,ZLW,REP,BPS,HBAR,PAX,TNC,ZIL,MIN,BAL,LSK,OCEAN,DCR,LUNA,NEST,SC,SXP,BZRX,BUSD,RSR,ENJ,BTG,YFII,BOTX,STP,RUNE,LRG,ICH,BCD,RVN,NANO,SOLO,NMR,HMR,MANA,KAVA,SRM,SOL,STX,CKB,BTM,SNT,JST,GNT,HUSD,RLC,BNT,DMCH,STORJ,DFI,HOT,ZB,TMTG,MONA,KCS,XVG,QNT,CEL,IOST,TRB,MATIC,MLN,IRIS,CNX,FET,DX,KMD,DIVI,MCO,XIN,PNK,TTT,XDC,BTS,MXC,CRV,CCA,STEEM,CVT,ANKR,UTK,ZEN,XTP,ARDR,NEXO,CHSB,AOA,STAKE,BTRS,TOMO,FTM,LPT,CHZ,ABBC,XZC,ELF,HIVE,HC,NYE,VSYS,ATT,CENNZ,WAXP,QC,ONE,SWAP,RIF,IZE,TRAC,IDEX,KRT,ENG,UBT,TROY,AE,AION,STRAT,VLX,AGI,DNA,XNS,PAXG,NEC,AKRO,ARK,EXE,HNS,SYS,ETN,UOS,AVA,IOTX,SCC,ONT,BAT,HEDG,ZRX,ALGO,INO,DAI,COMP,DOGE,THETA,BTT,REN,TUSD,WBTC,FTT,CELO,NXM
2020-09-06,BTC,ETH,USDT,XRP,LINK,BCH,DOT,BNB,LTC,BSV,CRO,EOS,ADA,TRX,XTZ,USDC,XLM,XMR,LEO,XEM,NEO,ATOM,HT,UMA,MIOTA,LEND,HEX,YFI,VET,DASH,ETC,ZEC,OMG,MKR,SNX,WBTC,ONT,COMP,CELO,DAI,ALGO,INO,TUSD,BAT,THETA,CCXX,DOGE,FTT,BTT,ZRX,KSM,OKB,INB,HEDG,DGB,EWT,FXC,REN,ZLW,ERD,WAVES,KNC,ICX,BPS,PAX,BTRS,QTUM,NXM,SUSHI,LRC,TNC,HYN,MIN,BUSD,BAND,HBAR,EGLD,REP,LSK,LRG,AR,DCR,ZIL,ANT,SOLO,HMR,STP,BTS,AMPL,YFII,BAL,HUSD,BTG,BOTX,OCEAN,ZB,SC,SXP,LUNA,ENJ,SRM,RSR,RUNE,CVT,RVN,BCD,MANA,NMR,NANO,GNT,STX,ICH,DFI,CKB,DMCH,STORJ,SOL,MONA,SNT,XTP,NEST,BTM,KCS,CEL,DX,HOT,CCA,JST,QNT,BZRX,ABBC,CNX,TMTG,XIN,REV,BNT,RLC,KAVA,CRV,XVG,IOST,XDC,KMD,STAKE,DIVI,MATIC,FTM,BDX,NYE,MXC,TTT,NEXO,ATT,MCO,STEEM,FET,CHSB,QC,UTK,TRAC,ZEN,LPT,PAXG,VLX,RING,MLN,XWC,HC,IRIS,RIF,ARDR,TRB,HIVE,AKRO,CHZ,CENNZ,DNA,GNO,EXE,WAXP,IZE,VSYS,NRG,UOS,XZC,ELF,ANKR,HNS,QQQ,TOMO,SWAP,ETN,AGI,STRAT,VITAE,PNK,XNS,MAID,SYS,ONE
2020-09-13,BTC,ETH,USDT,XRP,DOT,BNB,LINK,BCH,CRO,LTC,BSV,EOS,ADA,TRX,USDC,XTZ,XLM,XMR,NEO,LEO,YFI,XEM,ATOM,HT,UMA,LEND,HEX,MIOTA,DASH,VET,ZEC,ETC,WBTC,ONT,OMG,SNX,MKR,DAI,TUSD,THETA,COMP,ALGO,OKB,INO,BAT,FTT,FXC,CCXX,ZRX,DOGE,CELO,BTT,HEDG,KSM,INB,WAVES,EWT,BUSD,LRC,DGB,REN,NXM,ICX,ZLW,SUSHI,QTUM,PAX,KNC,TNC,MIN,YFII,HBAR,REP,EGLD,HMR,LSK,BAND,ZIL,LRG,SOLO,DCR,ANT,ZB,STP,BAL,AR,HUSD,SC,BOTX,BTG,BPS,AMPL,ENJ,BTRS,OCEAN,SXP,STX,REV,RVN,GNT,MANA,LUNA,CEL,SRM,NANO,RSR,BCD,SOL,RUNE,IOST,CVT,NMR,NEST,DX,BTM,CKB,SNT,KCS,DMCH,STORJ,DIVI,ABBC,HOT,CCA,RLC,QNT,KAVA,MONA,CRV,CNX,JST,BTS,XTP,ICH,TMTG,BDX,LPT,MXC,XVG,BNT,MATIC,KMD,DFI,XIN,NEXO,ELF,MCO,STEEM,XDC,ATT,NYE,TRAC,QC,STAKE,HYN,BZRX,KRT,ARDR,GNO,ZEN,PAXG,FET,CHZ,RIF,CHSB,TRB,FTM,IZE,IRIS,VLX,HNT,HIVE,HC,RING,ETN,MLN,UTK,QQQ,XZC,WAXP,UOS,EXE,CENNZ,SWAP,VITAE,DNA,ARK,SHR,ENG,AGI,VSYS,STRAT,NRG,IOTX,TOMO,UBT,AION,AOA,WAN,ONE
2020-09-20,BTC,ETH,USDT,XRP,BCH,DOT,BNB,LINK,CRO,LTC,BSV,ADA,EOS,USDC,TRX,NEO,XTZ,XMR,XLM,HEX,LEO,HT,XEM,ATOM,VET,WBTC,YFI,DAI,LEND,MIOTA,UMA,DASH,ETC,ZEC,TUSD,UNI,ONT,THETA,MKR,CELO,INO,SNX,BUSD,OMG,DGB,HEDG,OKB,COMP,CCXX,FTT,DOGE,BAT,ALGO,INB,CTC,KSM,BTT,ZLW,ZRX,EWT,LRC,BPS,ICX,WAVES,PAX,QTUM,HYN,TNC,NXM,REN,KNC,SUSHI,HMR,CEL,HBAR,SOLO,VEST,ZB,LSK,LRG,ZIL,REP,ABBC,BOTX,ICH,FXC,DCR,EGLD,HUSD,MIN,BTG,YFII,BAND,SC,ENJ,OCEAN,RSR,ANT,REV,BAL,DX,STX,LUNA,AMPL,QNT,MANA,AR,CVT,SXP,RVN,BTM,NANO,SOL,BCD,GNT,NMR,OXT,CKB,SRM,KCS,IOST,JST,DIVI,CENNZ,CNX,TMTG,HOT,SNT,CCA,DMCH,MONA,NEST,MATIC,BDX,KAVA,STORJ,BTS,RLC,KMD,CRV,HNT,XVG,DFI,FTM,RUNE,MCO,XIN,ATT,UTK,XTP,NYE,LPT,QC,XDC,NEXO,STEEM,ARDR,STAKE,PAXG,TRAC,HC,QQQ,RIF,ELF,GNO,BNT,ZEN,VLX,CHZ,HIVE,DNA,UBT,MXC,EXE,AGI,FET,CHSB,VITAE,HNS,WAXP,ETN,RING,WICC,S4F,NRG,AXEL,IRIS,GT,XZC,SWAP,TOMO,VSYS,STRAT,NVT,FST,PNK,ARK,UOS,AOA,BTRS
2020-09-27,BTC,ETH,USDT,XRP,BCH,LINK,BNB,DOT,CRO,BSV,ADA,LTC,USDC,EOS,TRX,XMR,XTZ,XLM,NEO,LEO,WBTC,XEM,UNI,ATOM,HT,DAI,YFI,VET,THETA,BUSD,MIOTA,DASH,MOBI,ETC,ZEC,COMP,UMA,SNX,ONT,MKR,HEDG,OMG,OKB,FIL,ALGO,FTT,DOGE,BAT,DGB,CELO,BTT,ZRX,KSM,TUSD,EWT,WAVES,HUSD,PAX,LRC,ICX,QTUM,NXM,CEL,REN,ABBC,KNC,HYN,SUSHI,HBAR,ZIL,REP,OCEAN,LSK,TMTG,ZB,DCR,SOL,BTG,ENJ,CVT,EGLD,YFII,ANT,BAND,SXP,SC,LUNA,REV,MANA,AVAX,NMR,AR,NANO,CKB,RSR,OXT,DX,CRV,RVN,BAL,BCD,STX,RUNE,BTM,PMA,QNT,GNT,SRM,DIVI,IOST,JST,FTM,SNT,VLX,MONA,UQC,HNT,HOT,STORJ,IOTX,RLC,AMPL,BTS,NEXO,PNT,MATIC,KCS,KAVA,CHSB,STAKE,KMD,XVG,MCO,STEEM,PAXG,BNT,HIVE,UTK,TOMO,ZEN,FXC,ELF,IRIS,HC,CHZ,WAXP,RIF,TFUEL,ARDR,UBT,TRAC,GNO,ETN,SHR,HNS,MXC,QKC,WAN,WICC,SWAP,AGI,MLN,NRG,STRAT,AION,XZC,FET,MAID,VSYS,GT,PNK,DIA,ANKR,AOA,UOS,AE,XNS,ARK,EURS,HXRO,POWR,SOLVE,TRB,DAD,NPXS,SWTH,GXC,SYS,XSR,ONE,APM,AKRO,SERO,WXT,ELA,LOKI,ORBS,XHV,BZRX,OGN
2020-10-04,BTC,ETH,USDT,XRP,BNB,BCH,LINK,DOT,CRO,LTC,BSV,ADA,USDC,EOS,TRX,XMR,XTZ,XLM,NEO,LEO,WBTC,ATOM,XEM,HT,DAI,UNI,THETA,MIOTA,VET,BUSD,ZEC,DASH,MOBI,ETC,YFI,MKR,OMG,FIL,COMP,ONT,SNX,UMA,HEDG,OKB,DGB,ALGO,FTT,DOGE,BAT,BTT,CEL,ZRX,TUSD,KSM,CELO,HUSD,WAVES,PAX,REN,LRC,ICX,ZIL,QTUM,EWT,ABBC,HYN,KNC,NXM,HBAR,REP,LSK,ANT,AR,DCR,OCEAN,BTG,ZB,CVT,TMTG,ENJ,EGLD,SC,SUSHI,BAND,REV,LUNA,SOL,BAL,MANA,VLX,SXP,QNT,NANO,STX,NMR,DX,CKB,BCD,RVN,AVAX,OXT,GNT,STORJ,BTM,AMPL,RSR,IOST,MONA,YFII,BNT,SNT,SRM,DIVI,HOT,NEXO,JST,PNT,CRV,RUNE,MATIC,HNT,IOTX,TOMO,CHSB,RLC,KCS,KAVA,KMD,FTM,PAXG,XVG,MCO,BTS,UTK,STEEM,HIVE,IRIS,UQC,ETN,ZEN,CHZ,MXC,RIF,PMA,WAXP,ELF,HNS,HC,TFUEL,QKC,UBT,ARDR,STAKE,GNO,VSYS,NRG,WAN,SHR,FXC,ANKR,XZC,STRAT,WICC,GT,TRAC,MAID,MLN,FET,AOA,AION,DAD,SERO,SWTH,APM,ORBS,WXT,TRB,DGTX,DATA,SYS,XHV,SUN,NULS,SWAP,AGI,PNK,DIA,UOS,AE,XNS,ARK,EURS,HXRO,POWR,SOLVE,NPXS,GXC,XSR,ONE,AKRO
2020-10-11,BTC,ETH,USDT,XRP,BCH,LINK,BNB,DOT,LTC,ADA,CRO,BSV,USDC,EOS,XMR,TRX,XTZ,XLM,WBTC,NEO,ATOM,LEO,XEM,HT,DAI,MIOTA,ZEC,THETA,VET,BUSD,UNI,DASH,ETC,FIL,MKR,AAVE,OMG,YFI,UMA,COMP,ONT,SNX,REN,OKB,ALGO,DGB,BTT,DOGE,FTT,BAT,HEDG,CEL,ZRX,TUSD,CELO,HUSD,WAVES,ABBC,KSM,PAX,QTUM,ICX,LRC,EWT,ZIL,HBAR,KNC,NXM,AR,ANT,REP,DCR,LSK,SC,BTG,BAND,TMTG,ENJ,CVT,ZB,LUNA,QNT,OCEAN,REV,STORJ,MANA,EGLD,SOL,NANO,SUSHI,VLX,STX,RVN,BAL,NMR,BCD,CKB,AVAX,SXP,DX,OXT,GNT,BTM,IOST,AMPL,SNT,RUNE,KAVA,YFII,RSR,HOT,MONA,DIVI,BNT,CHSB,RLC,NEXO,XVG,ZEN,HNT,KCS,FTM,HIVE,KMD,MATIC,PAXG,MCO,IOTX,STEEM,JST,SRM,UTK,BTS,RIF,PNT,CRV,IRIS,WAXP,HYN,TOMO,CHZ,ETN,ARDR,ELF,UQC,HC,MXC,NRG,QKC,TFUEL,HNS,UBT,SHR,GNO,XZC,STRAT,WAN,WICC,NPXS,STAKE,DIA,VSYS,GT,TRAC,ARK,FET,MAID,ANKR,HXRO,AGI,AE,EURS,AION,SOLVE,AOA,MLN,POWR,SERO,TRB,UOS,ONE,PNK,GXC,ORBS,WXT,DGTX,DATA,SYS,DAD,BLZ,ELA,TT,XSR,RFOX,WTC,NULS,SWAP,APM,SWTH,POLY
2020-10-18,BTC,ETH,USDT,XRP,BCH,BNB,LINK,DOT,ADA,LTC,BSV,USDC,CRO,EOS,XMR,TRX,XTZ,XLM,WBTC,NEO,LEO,ATOM,XEM,DAI,HT,MIOTA,VET,FIL,BUSD,UNI,ZEC,THETA,DASH,ETC,MKR,UMA,OMG,YFI,ABBC,ONT,AAVE,COMP,SNX,ALGO,FTT,BTT,DOGE,BAT,WAVES,DGB,REN,CEL,ZRX,OKB,HEDG,TUSD,KSM,CELO,HUSD,PAX,ICX,QTUM,LRC,EWT,ZIL,HBAR,KNC,NXM,NEAR,OCEAN,DCR,REP,LSK,BTG,QNT,BAND,TMTG,SC,ANT,CVT,ENJ,LUNA,REV,ZB,MANA,STX,RSR,NANO,AR,AMPL,EGLD,NMR,SOL,AVAX,SUSHI,BCD,GNT,SXP,RVN,BAL,OXT,RUNE,CKB,STORJ,DX,BTM,VLX,IOST,NEXO,MONA,SNT,HOT,YFII,BNT,KCS,XVG,RLC,DIVI,CHSB,KAVA,PAXG,KMD,HNT,MATIC,SRM,HIVE,ZEN,PNT,STEEM,JST,HYN,UTK,IRIS,MCO,IOTX,FTM,BTS,RIF,TOMO,WAXP,ETN,CHZ,UQC,ELF,ANKR,TFUEL,ARDR,HC,GNO,APM,NRG,CRV,QKC,MXC,UBT,WAN,SHR,MAID,XZC,HNS,STAKE,STRAT,HXRO,SOLVE,WICC,GT,NPXS,VSYS,DIA,TRB,AION,ARK,EURS,FET,TRAC,AE,POWR,AGI,SERO,DATA,ONE,AOA,AKRO,ORBS,SWTH,GXC,WXT,ELA,DAD,BOA,DGTX,FXC,XSR,MX,UOS,TT,SYS,MLN,POLY,VGX
2020-10-25,BTC,ETH,USDT,XRP,BCH,LINK,BNB,LTC,DOT,BSV,ADA,USDC,EOS,XMR,CRO,TRX,XLM,XTZ,WBTC,NEO,LEO,ATOM,XEM,DAI,HT,FIL,MIOTA,VET,BUSD,DASH,THETA,ZEC,ETC,UNI,MKR,OMG,UMA,YFI,ONT,COMP,AAVE,SNX,ABBC,FTT,WAVES,DOGE,ALGO,BTT,CEL,BAT,DGB,OKB,REN,TUSD,ZRX,HUSD,PAX,CELO,HEDG,KSM,QTUM,ICX,ZIL,EWT,LRC,HBAR,QNT,KNC,OCEAN,RSR,NXM,DCR,NEAR,LSK,REP,BTG,AMPL,ZB,ANT,EGLD,TMTG,SC,REV,LUNA,ENJ,FXC,BAND,NANO,MANA,AVAX,BCD,AR,STX,OXT,NMR,GNT,MONA,RVN,BAL,SUSHI,CKB,BTM,SXP,STORJ,SNT,HOT,IOST,SOL,DX,NEXO,VLX,XVG,RUNE,BTCB,RLC,KCS,DIVI,IOTX,PAXG,YFII,UQC,CHSB,MATIC,APM,BNT,STEEM,KAVA,KMD,JST,GNO,RIF,ZEN,NRG,ANKR,BTS,HIVE,SRM,HNT,WAXP,UBT,CHZ,ARDR,FTM,ELF,ETN,MAID,TFUEL,TOMO,HC,XZC,IRIS,QKC,STRAT,UTK,TRB,WAN,MCO,DIA,GT,STAKE,MXC,ARK,HXRO,NPXS,FET,VGX,PNK,EURS,TRAC,POWR,SHR,AE,CRV,VSYS,HNS,WICC,HYN,AGI,AION,SOLVE,ORBS,KIN,SERO,GXC,ONE,MLN,DATA,ELA,TT,WXT,POLY,DGTX,WIN,SYS,MX,DAD,BOA,UOS,ADX,XHV
